Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
22226,0.26,Ideal,H,VS1,62.1,55.0,4.07,4.11,2.54,482
8792,1.71,Premium,H,VS2,58.8,60.0,7.85,7.8,4.6,12607
14364,1.44,Very Good,E,I1,61.1,62.0,7.15,7.23,4.39,5068
15470,0.41,Premium,G,VS1,61.5,58.0,4.8,4.76,2.94,961
1735,0.32,Ideal,E,VS2,61.7,56.0,4.41,4.44,2.73,702
2016,0.47,Good,F,VS1,59.0,60.2,5.04,5.09,2.99,1243
11809,0.41,Very Good,D,VS2,62.1,53.0,4.78,4.82,2.98,912
15396,1.6,Premium,G,SI1,62.2,58.0,7.44,7.5,4.65,11818
22081,2.07,Fair,D,SI2,64.5,60.0,7.99,7.88,5.12,13016
26831,0.36,Ideal,E,VS1,61.6,57.0,4.58,4.54,2.81,1094
20646,0.53,Ideal,I,SI1,61.6,56.6,5.19,5.21,3.21,1127
3532,0.66,Ideal,I,SI1,61.2,57.0,5.6,5.64,3.44,1712
24713,0.7,Very Good,F,SI1,63.7,55.0,5.62,5.69,3.6,2192
21493,1.01,Very Good,F,SI1,63.1,59.0,6.3,6.37,4.0,5010
22043,0.24,Ideal,F,VVS1,61.8,59.0,4.0,4.03,2.48,526
23594,0.9,Ideal,I,SI1,62.3,57.0,6.12,6.15,3.82,3455
14880,0.4,Ideal,F,VS2,62.0,57.0,4.68,4.74,2.92,842
22154,0.4,Very Good,D,VS2,60.8,59.0,4.71,4.77,2.88,868
18003,0.55,Premium,E,VS2,58.1,62.0,5.46,5.38,3.15,1708
417,0.7,Very Good,E,SI1,61.2,57.0,5.68,5.73,3.49,2753
8588,0.71,Very Good,I,VS2,63.4,56.0,5.65,5.61,3.57,1840
18637,0.7,Very Good,E,VS2,62.4,58.0,5.66,5.68,3.54,2952
7901,2.0,Ideal,G,SI2,62.2,57.0,8.13,8.0,5.02,11988
23973,0.7,Good,E,SI1,65.0,57.0,5.53,5.58,3.61,2038
20686,0.5,Very Good,D,VS2,60.8,56.0,5.14,5.16,3.13,1758
18722,1.59,Ideal,H,VS2,60.7,61.0,7.56,7.5,4.57,11437
8401,1.51,Premium,E,VS2,62.2,59.0,7.31,7.36,4.56,14171
16992,1.15,Very Good,E,SI2,60.0,59.0,6.78,6.82,4.08,5257
21392,0.71,Very Good,H,VS1,62.7,57.0,5.66,5.72,3.57,2559
19493,0.9,Fair,I,VS1,68.7,62.0,5.83,5.79,3.99,2732
9974,1.01,Good,G,VS1,59.2,63.0,6.5,6.48,3.84,6407
10702,1.07,Ideal,J,SI1,62.0,56.0,6.53,6.57,4.06,4235
7352,1.0,Ideal,G,VS2,62.1,57.0,6.42,6.37,3.97,6612
15530,1.06,Ideal,F,IF,61.0,57.0,6.55,6.64,4.02,10995
16998,1.26,Premium,I,SI1,60.5,62.0,6.97,6.92,4.2,5292
21447,0.48,Premium,E,VS2,62.5,61.0,5.01,4.97,3.12,1323
5286,1.01,Premium,F,SI2,62.4,58.0,6.41,6.37,3.99,4497
24682,0.37,Ideal,E,VVS2,62.2,56.0,4.63,4.6,2.87,1082
6499,1.33,Ideal,I,SI1,61.6,57.0,7.06,7.1,4.36,7526
11857,1.01,Good,H,VS2,64.3,58.0,6.27,6.2,4.01,4489
1543,1.05,Ideal,G,VVS2,62.2,56.0,6.49,6.53,4.05,8645
13592,0.54,Ideal,F,SI1,59.8,57.0,5.31,5.29,3.17,1369
23389,1.24,Premium,F,SI2,62.8,60.0,6.84,6.82,4.29,5583
24658,1.16,Ideal,I,VS2,59.3,56.0,6.84,6.88,4.07,4869
7063,1.24,Ideal,H,VS1,61.0,57.0,6.91,6.95,4.23,8719
21827,0.43,Ideal,E,VVS2,62.0,57.0,4.84,4.87,3.01,1245
22064,2.03,Ideal,H,SI1,60.8,57.0,8.24,8.18,4.99,18026
16397,2.01,Ideal,I,SI1,61.4,57.0,8.13,8.19,5.01,16562
19260,0.3,Ideal,H,VVS1,62.2,55.0,4.3,4.32,2.68,665
2279,1.01,Premium,F,SI2,62.7,58.0,6.38,6.32,3.98,3733
17768,0.22,Premium,E,VS2,,58.0,3.93,3.89,2.41,404
13620,1.22,Ideal,F,SI2,61.7,54.9,6.84,6.9,4.24,6132
26105,0.32,Premium,G,VS1,62.1,55.0,4.44,4.41,2.75,828
12054,0.3,Very Good,G,VS1,63.4,58.0,4.25,4.23,2.69,776
12093,2.0,Premium,G,SI2,62.9,58.0,7.98,7.92,5.0,13420
4432,0.71,Ideal,G,VS1,61.0,57.0,5.77,5.74,3.51,2686
3113,0.53,Ideal,J,SI1,61.6,55.0,5.2,5.23,3.21,999
1611,0.38,Ideal,F,IF,62.2,54.0,4.68,4.71,2.92,1229
6239,2.09,Ideal,H,SI1,60.6,57.0,8.34,8.29,5.04,14383
15588,0.3,Premium,E,VS2,62.5,58.0,4.31,4.26,2.68,844
4656,1.52,Good,J,SI1,63.6,60.0,7.25,7.21,4.6,7022
2204,0.31,Very Good,I,VS2,61.6,56.0,4.36,4.39,2.69,468
11043,0.72,Very Good,E,VS2,61.4,58.0,5.78,5.82,3.56,2667
19553,0.35,Very Good,H,SI1,61.0,62.0,4.52,4.56,2.77,491
22449,0.35,Premium,E,VVS1,60.7,59.0,4.55,4.58,2.77,1044
12367,1.1,Ideal,G,SI1,61.6,56.0,6.59,6.68,4.09,5610
779,1.2,Ideal,G,VS1,62.6,54.3,6.76,6.8,4.25,8687
13466,1.57,Ideal,F,SI1,61.1,55.0,7.53,7.55,4.61,12320
24471,0.62,Premium,J,VS2,,59.0,5.52,5.42,3.35,1253
4811,0.42,Premium,G,SI1,62.7,59.0,4.75,4.72,2.97,920
15003,0.56,Very Good,F,SI1,63.2,56.0,5.29,5.24,3.33,1441
8474,1.05,Ideal,E,VS2,61.7,55.0,6.54,6.55,4.04,9624
11289,0.7,Fair,G,VS2,57.3,63.0,5.78,5.84,3.33,2273
21863,0.3,Ideal,G,VVS1,61.7,57.0,4.32,4.34,2.67,764
17405,1.0,Ideal,D,SI1,62.7,57.0,6.34,6.38,3.99,6073
24906,0.26,Ideal,E,VVS2,61.6,57.0,4.13,4.18,2.56,597
3444,1.1,Very Good,H,SI1,62.9,57.0,6.54,6.59,4.13,5521
17390,0.73,Very Good,I,SI2,63.0,58.0,5.71,5.75,3.61,2093
4837,1.22,Premium,F,SI2,62.5,57.0,6.78,6.73,4.22,5794
15377,1.05,Very Good,F,VS1,60.2,58.0,6.62,6.74,4.02,7276
21536,1.34,Premium,F,VS2,61.1,58.0,7.12,7.05,4.33,10431
8674,0.34,Ideal,G,IF,60.9,56.0,4.5,4.53,2.75,974
15361,1.03,Ideal,F,IF,61.3,56.0,6.53,6.55,4.01,11365
23535,1.02,Ideal,G,SI1,60.3,56.0,6.57,6.54,3.95,4708
6702,0.31,Very Good,D,SI1,60.4,60.0,4.4,4.44,2.67,507
23766,0.31,Premium,E,VVS1,61.5,58.0,4.37,4.35,2.68,988
962,1.51,Ideal,H,VS2,62.5,56.0,7.37,7.33,4.57,11133
3687,0.31,Very Good,E,SI1,58.3,60.0,4.48,4.51,2.62,544
19046,1.04,Very Good,E,SI1,62.8,59.0,6.46,6.41,4.04,5689
3119,0.4,Premium,E,VS1,61.2,59.0,4.76,4.72,2.9,1125
7411,0.9,Very Good,J,VS2,63.5,56.0,6.12,6.1,3.88,3145
6764,0.42,Ideal,H,VVS1,62.4,55.0,4.79,4.8,2.99,1068
11789,0.41,Ideal,E,VS1,61.7,57.0,4.8,4.76,2.95,1153
24865,2.01,Good,I,VS2,59.0,64.0,8.25,8.19,4.85,11115
8919,0.72,Ideal,F,SI1,62.3,56.0,5.77,5.79,3.6,3004
12474,0.5,Ideal,F,VS1,61.2,56.0,5.13,5.17,3.15,1695
7755,1.16,Ideal,I,VS2,61.5,57.0,6.75,6.78,4.16,5207
5834,1.01,Good,H,SI1,59.4,60.0,6.49,6.54,3.87,4616
19216,0.28,Very Good,H,SI1,61.5,56.0,4.21,4.24,2.6,360
26908,1.63,Very Good,G,VS1,62.5,60.0,7.43,7.51,4.67,14404
10309,0.51,Good,F,VVS2,62.4,63.0,5.05,5.08,3.16,2195
25847,0.33,Ideal,E,VS1,60.0,57.0,4.5,4.47,2.69,802
22691,0.3,Good,F,VS1,63.7,56.0,4.26,4.28,2.72,570
23796,0.57,Ideal,G,SI1,61.7,56.0,5.33,5.37,3.3,1364
6313,0.74,Ideal,G,SI1,61.3,55.0,5.85,5.86,3.59,2852
8597,0.37,Ideal,G,IF,61.2,56.0,4.61,4.64,2.83,1056
6748,1.3,Premium,G,VVS2,60.2,58.0,7.17,7.08,4.29,10763
1556,0.34,Ideal,F,VS2,62.1,56.0,4.47,4.45,2.77,880
24053,1.16,Very Good,G,VVS1,60.7,56.0,6.77,6.83,4.13,9023
399,0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,959
98,0.72,Very Good,I,SI1,63.2,57.0,5.71,5.75,3.62,2345
6140,1.23,Very Good,J,VS2,62.9,59.0,6.8,6.85,4.29,4896
3051,1.01,Fair,F,VS2,65.2,52.0,6.31,6.29,4.11,5090
22632,0.31,Good,I,VS2,63.1,54.0,4.31,4.34,2.73,435
13714,0.66,Good,G,VS1,59.6,60.2,5.66,5.71,3.38,2275
14366,0.31,Very Good,G,VVS1,62.5,57.0,4.3,4.4,2.72,816
5991,1.05,Premium,F,VVS2,61.3,59.0,6.56,6.48,4.0,8693
23341,0.91,Very Good,H,VS1,59.4,63.0,6.32,6.28,3.74,4670
5137,0.9,Good,I,VS2,63.7,61.0,6.1,6.06,3.87,3246
8492,1.5,Very Good,I,VS1,60.4,59.0,7.35,7.42,4.46,9759
447,0.7,Good,F,VS1,59.4,62.0,5.71,5.76,3.4,2759
11057,0.31,Very Good,F,VS1,61.0,57.5,4.37,4.39,2.67,679
8787,0.41,Good,J,VS1,63.7,56.0,4.71,4.68,2.99,830
1864,0.23,Good,E,VVS1,59.9,65.0,3.93,3.95,2.36,439
9201,0.33,Ideal,H,VVS1,61.5,56.0,4.46,4.49,2.75,730
11042,2.02,Premium,F,SI2,,59.0,8.2,8.13,4.98,11962
20446,2.07,Good,I,SI1,63.6,58.0,8.09,7.99,5.11,13993
4955,0.81,Ideal,G,SI2,62.2,57.0,5.96,6.0,3.72,2894
13127,0.78,Premium,H,SI2,61.1,59.0,5.91,5.88,3.6,1846
19941,1.26,Good,G,SI1,63.2,61.0,6.81,6.87,4.32,6874
2603,0.31,Very Good,G,VS2,61.0,56.0,4.35,4.37,2.66,544
7031,1.87,Premium,E,SI1,61.9,58.0,7.94,7.88,4.9,16232
19837,0.34,Ideal,H,VVS1,62.9,57.0,4.47,4.44,2.8,995
11650,1.16,Ideal,D,VS2,62.1,57.0,6.7,6.73,4.17,8038
3724,1.31,Premium,E,SI2,61.2,60.0,7.02,6.93,4.27,5176
19164,1.5,Fair,H,SI1,65.9,56.0,7.11,7.04,4.66,7211
20369,0.71,Premium,E,VS2,62.2,59.0,5.79,5.76,3.59,3101
24904,0.71,Fair,F,IF,58.7,62.0,5.87,5.81,3.43,3205
21324,1.03,Ideal,I,SI1,62.2,54.0,6.46,6.5,4.03,4782
26043,0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,2041
4410,0.46,Very Good,E,VS2,62.1,57.0,4.89,4.93,3.05,1194
10669,1.12,Very Good,G,SI1,61.1,59.0,6.69,6.73,4.1,5361
13395,1.79,Premium,H,VS1,62.6,56.0,7.81,7.76,4.87,14904
9496,1.58,Ideal,J,SI1,61.6,56.0,7.53,7.5,4.63,7592
14317,1.01,Premium,D,SI2,61.7,57.0,6.49,6.44,3.99,5006
6250,0.9,Ideal,G,VS1,62.1,56.0,6.15,6.19,3.83,5540
18813,0.32,Ideal,G,SI2,62.5,57.0,4.35,4.38,2.73,421
26737,0.53,Ideal,H,VS1,62.3,54.0,5.18,5.22,3.24,1449
2721,0.34,Good,E,SI2,63.7,55.0,4.43,4.46,2.83,477
5434,0.54,Premium,E,SI1,60.2,58.0,5.27,5.3,3.18,1361
20296,0.33,Premium,I,SI1,61.3,59.0,4.51,4.46,2.75,572
22948,0.3,Ideal,G,VVS2,62.2,54.0,4.33,4.29,2.68,819
21130,0.3,Premium,E,IF,60.1,60.0,4.32,4.3,2.59,1097
6515,0.56,Ideal,D,VS2,61.1,56.0,5.3,5.33,3.25,1963
5255,0.91,Very Good,G,SI2,63.2,61.0,6.27,6.01,3.88,3282
2355,0.32,Premium,F,SI2,59.7,59.0,4.43,4.48,2.66,421
24750,0.3,Premium,I,VS1,61.9,59.0,4.31,4.24,2.65,527
13065,1.2,Ideal,I,SI2,61.1,57.0,6.86,6.89,4.2,5373
10005,1.13,Very Good,J,VS1,62.1,59.0,6.64,6.71,4.14,5370
1447,1.87,Premium,H,SI2,,58.0,7.86,7.81,4.9,11037
17819,0.64,Ideal,G,VVS2,,54.0,5.53,5.56,3.42,2587
11405,0.32,Premium,F,VS2,61.2,59.0,4.4,4.42,2.7,645
24761,0.7,Premium,G,VS1,62.8,57.0,5.67,5.64,3.55,2535
18934,1.6,Very Good,I,VVS1,59.8,56.0,7.6,7.68,4.57,11170
21650,0.3,Very Good,F,VS1,59.8,60.0,4.39,4.31,2.6,640
20181,0.91,Fair,F,SI2,65.3,51.0,6.05,5.98,3.93,2996
19368,0.34,Ideal,E,VS1,61.0,57.0,4.52,4.49,2.75,1033
22849,0.3,Premium,G,VVS1,62.6,58.0,4.27,4.29,2.68,789
14171,1.32,Very Good,H,SI1,62.3,57.0,7.04,6.99,4.37,7270
26099,0.58,Premium,E,SI1,60.6,56.0,5.42,5.38,3.27,1949
5000,0.61,Premium,E,VS2,61.2,62.0,5.48,5.44,3.34,1704
22269,1.51,Good,J,SI1,64.1,61.0,7.16,7.19,4.6,6394
16131,0.77,Premium,I,SI1,60.4,58.0,5.96,5.99,3.61,2089
18179,1.52,Very Good,D,SI2,59.1,58.0,7.45,7.48,4.41,9781
21643,2.0,Ideal,F,I1,60.3,56.0,8.16,8.27,4.94,10494
23773,1.71,Ideal,H,SI1,62.2,56.0,7.74,7.7,4.8,12641
946,0.31,Ideal,G,VVS1,61.6,56.0,4.39,4.35,2.69,1046
8546,0.32,Ideal,D,SI2,62.8,57.0,4.38,4.35,2.74,612
9033,0.43,Ideal,F,VVS2,61.8,57.0,4.85,4.83,2.99,1250
7998,2.03,Very Good,I,VS2,59.9,57.0,8.14,8.25,4.91,17297
11257,1.7,Premium,D,SI1,61.9,59.0,7.61,7.64,4.72,15100
1162,0.24,Very Good,H,VVS2,61.5,56.0,3.99,4.01,2.46,449
88,1.26,Ideal,J,VS2,63.2,57.0,6.86,6.81,4.32,5306
12547,0.32,Premium,E,SI1,60.2,60.0,4.39,4.44,2.66,561
2194,1.02,Premium,E,SI1,61.5,58.0,6.51,6.46,3.99,5278
3028,0.34,Ideal,D,VS1,60.9,56.0,4.56,4.51,2.76,1109
24101,0.3,Ideal,F,VVS1,61.9,57.0,4.32,4.3,2.67,995
16054,1.06,Ideal,G,VS1,61.4,56.0,6.55,6.58,4.03,7589
6923,1.0,Premium,G,VS2,61.5,58.0,6.39,6.36,3.92,5967
2544,1.03,Ideal,H,SI2,60.5,57.0,6.58,6.52,3.96,3692
5331,0.3,Ideal,J,VS1,62.2,57.0,4.27,4.28,2.66,411
20815,0.43,Premium,D,SI1,60.1,58.0,4.89,4.93,2.95,830
7676,0.32,Ideal,G,VS1,62.0,56.0,4.37,4.41,2.72,645
20940,0.52,Ideal,E,VVS2,61.3,56.0,5.18,5.2,3.18,2675
3940,1.02,Ideal,E,SI1,61.1,56.0,6.51,6.45,3.96,4675
3870,0.71,Ideal,E,VS2,61.8,57.0,5.69,5.74,3.53,3301
3477,0.7,Ideal,I,VS2,61.2,55.0,5.75,5.77,3.53,2249
20023,0.36,Ideal,D,SI2,62.0,56.0,4.56,4.6,2.84,537
25437,0.3,Very Good,D,SI2,61.0,61.0,4.25,4.31,2.61,447
22389,1.07,Ideal,G,VS2,62.2,57.0,6.55,6.53,4.07,6471
9514,0.3,Ideal,E,VVS1,61.1,56.0,4.38,4.36,2.67,982
10436,0.42,Ideal,F,VVS2,61.1,57.0,4.84,4.82,2.95,1221
763,0.7,Premium,D,VS1,62.5,60.0,5.62,5.67,3.53,3471
21512,0.7,Very Good,I,VS2,62.3,58.0,5.58,5.65,3.5,2273
4849,2.0,Fair,H,SI2,55.3,65.0,8.42,8.35,4.64,11202
26468,1.01,Ideal,G,VS2,59.6,59.0,6.52,6.57,3.9,6295
14133,0.56,Ideal,D,VS2,61.5,57.0,5.33,5.28,3.26,2066
15842,0.73,Fair,I,I1,66.1,58.0,5.63,5.5,3.68,1175
5637,0.39,Very Good,F,SI1,61.3,62.0,4.68,4.71,2.88,670
14821,0.71,Ideal,G,SI1,61.1,57.0,5.79,5.73,3.52,2307
24243,0.31,Premium,H,VVS2,61.4,59.0,4.38,4.35,2.68,802
864,0.36,Very Good,D,VVS1,59.0,59.0,4.66,4.69,2.76,1119
1152,0.3,Ideal,G,IF,62.0,56.0,4.3,4.31,2.67,895
11930,0.31,Premium,G,SI1,61.8,58.0,4.35,4.32,2.68,553
18961,1.38,Premium,G,VS1,62.4,58.0,7.14,7.09,4.44,10850
3036,0.33,Ideal,H,VS2,60.6,56.0,4.51,4.54,2.74,539
15692,0.32,Premium,G,VS2,62.5,58.0,4.38,4.36,2.73,720
7003,0.44,Very Good,E,VVS2,59.6,59.0,4.98,4.99,2.97,1337
5681,0.24,Very Good,D,VVS2,58.7,61.0,4.04,4.07,2.38,485
1122,1.3,Ideal,G,SI2,61.9,57.0,7.01,6.95,4.32,5169
11350,0.67,Very Good,G,VS2,60.4,61.0,5.61,5.64,3.4,2080
1809,1.69,Good,E,VS1,63.8,56.0,7.51,7.57,4.81,17400
6116,0.91,Fair,H,SI2,61.3,67.0,6.24,6.19,3.81,2825
2894,1.34,Ideal,J,VS1,62.0,57.0,7.04,7.12,4.39,5748
396,0.91,Ideal,H,SI1,62.0,56.0,6.19,6.22,3.85,4337
16801,0.31,Ideal,D,VS2,61.8,56.0,4.32,4.36,2.68,734
9310,1.51,Ideal,D,VS2,62.1,58.0,7.32,7.34,4.55,15821
7992,2.21,Ideal,D,SI2,62.0,57.0,8.36,8.31,5.18,16558
21381,0.7,Good,F,VS2,64.3,59.0,5.6,5.56,3.59,2373
12951,0.91,Very Good,G,VS1,63.1,61.0,6.13,6.07,3.85,4536
5961,1.7,Ideal,J,VS2,60.5,58.0,7.73,7.74,4.68,10002
4078,0.39,Ideal,F,VVS1,62.2,54.0,4.71,4.74,2.94,1124
7476,1.33,Ideal,H,SI1,62.7,56.0,7.04,6.99,4.4,7217
13809,1.61,Premium,H,SI1,62.8,58.0,7.47,7.4,4.67,7754
17055,0.41,Ideal,F,SI1,60.5,56.0,4.81,4.84,2.92,909
6388,1.51,Good,I,VVS1,64.0,60.0,7.21,7.26,4.63,9301
10919,1.25,Premium,H,SI2,61.2,62.0,6.95,6.84,4.22,5740
6728,0.71,Premium,H,VS1,62.8,58.0,5.7,5.67,3.57,2398
3307,0.3,Good,G,VVS2,63.8,56.0,4.29,4.27,2.73,878
739,0.3,Premium,I,VS1,60.3,58.0,4.32,4.34,2.61,473
1981,0.32,Ideal,D,VVS1,61.3,57.0,4.42,4.39,2.7,1140
11611,1.22,Premium,F,VVS2,63.0,56.0,6.88,6.76,4.3,10494
17329,0.75,Ideal,E,VS2,62.0,56.0,5.82,5.85,3.62,3120
23712,0.41,Premium,G,SI1,60.3,59.0,4.79,4.76,2.88,923
13906,1.21,Premium,G,VS2,63.0,58.0,6.72,6.67,4.22,7318
18444,0.81,Premium,G,VS1,61.7,59.0,6.07,5.96,3.71,3402
20792,0.71,Ideal,G,VS2,61.6,55.0,5.74,5.78,3.55,2537
7835,1.01,Good,D,VS2,62.5,62.0,6.26,6.34,3.94,6563
16193,1.01,Ideal,G,VS1,61.2,57.0,6.47,6.41,3.94,6618
8621,1.2,Very Good,I,SI1,63.2,58.0,6.71,6.75,4.25,5257
7485,0.9,Good,F,VVS1,64.2,56.0,6.07,6.02,3.88,6124
11457,1.05,Very Good,E,SI2,62.9,57.0,6.47,6.51,4.08,4398
7390,0.7,Premium,D,SI2,62.1,60.0,5.71,5.73,3.55,2299
26672,0.3,Ideal,H,IF,62.3,54.0,4.34,4.36,2.71,764
5025,0.41,Very Good,D,SI1,63.1,59.0,4.71,4.7,2.97,1015
26011,0.7,Ideal,G,VVS2,61.6,57.0,5.74,5.71,3.53,3725
6903,1.01,Premium,E,SI1,62.9,58.0,6.41,6.35,4.01,5599
279,0.36,Premium,E,VS2,61.3,60.0,4.59,4.54,2.8,1013
1686,0.38,Premium,E,VS1,60.2,58.0,4.66,4.71,2.82,1000
20006,0.28,Ideal,H,IF,62.0,56.0,4.2,4.23,2.61,586
15807,1.21,Very Good,H,VS2,62.8,57.0,6.77,6.82,4.27,6684
24148,1.0,Very Good,D,VS2,63.4,57.0,6.36,6.32,4.02,6115
5691,1.64,Premium,F,SI1,62.8,59.0,7.53,7.51,4.72,12670
16997,1.0,Premium,E,I1,62.3,58.0,6.38,6.33,3.96,3136
7340,0.71,Premium,E,SI2,61.8,57.0,5.73,5.67,3.52,2271
9117,1.02,Ideal,E,SI2,61.6,55.0,6.46,6.52,4.0,4824
1316,0.96,Premium,E,SI1,58.7,62.0,6.41,6.39,3.76,4365
7497,0.34,Ideal,D,I1,61.4,55.0,4.52,4.5,2.77,530
3489,0.9,Ideal,F,VS2,62.6,56.0,6.16,6.23,3.88,4801
7915,0.62,Ideal,G,VVS2,62.6,57.0,5.42,5.47,3.41,2507
17752,0.51,Ideal,H,VS2,61.6,55.0,5.16,5.19,3.19,1375
1683,0.34,Premium,F,VS2,62.6,58.0,4.49,4.46,2.8,880
2143,0.25,Ideal,F,VS2,62.2,54.0,4.03,4.07,2.52,460
4796,1.5,Very Good,I,SI1,60.7,58.0,7.34,7.4,4.47,8475
19751,0.73,Ideal,H,VVS1,62.1,56.0,5.75,5.8,3.59,3220
13883,1.1,Ideal,J,SI2,62.0,59.0,6.58,6.61,4.09,4226
7399,0.33,Premium,D,SI1,60.1,59.0,4.49,4.46,2.69,780
8581,0.6,Ideal,E,VVS2,61.9,54.9,5.41,5.44,3.35,2860
9834,1.01,Good,E,SI1,58.1,59.0,6.57,6.65,3.84,5627
17911,0.31,Ideal,D,VS1,61.8,55.0,4.36,4.34,2.69,877
22884,1.01,Ideal,G,VS1,62.0,57.0,6.44,6.36,3.97,6504
3657,0.39,Premium,G,VS2,60.4,61.0,4.73,4.71,2.85,942
9815,1.68,Ideal,G,VS2,62.5,54.0,7.61,7.64,4.76,15740
16195,1.01,Very Good,G,VS2,62.5,57.0,6.37,6.4,3.99,5679
6721,0.5,Ideal,D,SI1,61.4,58.0,5.07,5.1,3.12,1415
9322,1.32,Premium,I,SI1,62.2,58.0,6.99,7.04,4.36,6171
9956,1.08,Ideal,H,SI2,60.4,57.0,6.63,6.68,4.02,4455
25035,0.52,Ideal,H,VVS1,61.7,56.0,5.17,5.2,3.19,1625
26068,0.3,Premium,F,VS2,61.5,60.0,4.29,4.26,2.63,776
9031,1.61,Good,H,SI2,63.8,62.0,7.38,7.35,4.7,9169
16858,0.52,Ideal,E,VS1,62.6,57.0,5.15,5.11,3.21,1793
1990,0.32,Ideal,I,VS1,62.3,57.0,4.42,4.37,2.74,648
18197,0.94,Premium,D,VS1,62.3,58.0,6.34,6.28,3.93,5980
6257,0.35,Good,F,VS2,57.9,60.0,4.65,4.68,2.7,596
2637,1.08,Premium,G,VS2,59.4,59.0,6.68,6.75,3.99,6415
13355,0.71,Very Good,F,VVS2,62.1,60.0,5.69,5.72,3.54,3354
4754,0.39,Ideal,E,SI2,61.0,55.0,4.74,4.77,2.9,614
9888,0.72,Ideal,G,VS2,61.7,56.0,5.74,5.78,3.55,3012
10829,0.34,Ideal,F,VVS2,61.8,56.0,4.49,4.47,2.77,914
2898,1.06,Premium,I,SI2,61.5,58.0,6.59,6.55,4.04,3847
9547,0.33,Ideal,E,VS2,62.4,54.0,4.44,4.47,2.78,682
6750,0.53,Ideal,H,VS1,61.6,55.0,5.2,5.22,3.21,1678
25333,1.7,Good,G,SI1,58.2,64.0,7.89,7.85,4.58,11180
25751,1.37,Ideal,I,VS2,61.5,55.0,7.18,7.2,4.42,7346
24604,0.25,Very Good,E,VVS1,60.1,57.0,4.08,4.11,2.46,526
8014,0.7,Very Good,G,VS2,62.7,57.0,5.65,5.7,3.56,2507
26034,0.73,Ideal,F,SI1,59.6,57.0,5.88,5.86,3.5,2527
6457,0.34,Ideal,E,VS2,61.8,57.0,4.48,4.52,2.78,696
7021,0.53,Ideal,F,VS2,61.5,55.0,5.27,5.2,3.22,1753
19079,0.53,Ideal,H,VS1,62.1,56.0,5.21,5.19,3.23,1607
18806,1.5,Ideal,G,VS2,62.5,55.0,7.26,7.23,4.53,12787
15276,0.74,Ideal,F,IF,61.9,55.0,5.79,5.84,3.6,4383
15421,0.41,Ideal,E,VS2,62.5,55.0,4.74,4.77,2.97,935
16450,0.76,Ideal,H,VS2,61.4,57.0,5.85,5.88,3.6,3038
756,1.03,Premium,F,VS2,62.6,58.0,6.45,6.4,4.02,5774
18525,0.41,Ideal,G,VVS2,61.7,55.0,4.81,4.85,2.98,1199
25842,1.01,Premium,F,VS1,61.3,58.0,6.44,6.52,3.97,6999
15997,0.76,Ideal,G,VS1,61.6,56.0,5.82,5.87,3.6,3372
19523,1.08,Premium,G,SI2,62.3,56.0,6.6,6.52,4.09,4627
4209,1.0,Good,H,SI2,63.2,60.0,6.27,6.33,3.98,3991
3642,0.3,Premium,D,VS2,60.4,59.0,4.32,4.35,2.62,710
17266,0.4,Premium,D,SI1,60.9,60.0,4.78,4.74,2.9,884
11083,1.15,Premium,H,SI2,,59.0,6.82,6.78,4.05,3735
9312,1.51,Very Good,I,SI1,61.6,58.0,7.35,7.3,4.51,9283
13214,0.3,Very Good,F,VVS2,62.4,57.0,4.25,4.27,2.66,694
14519,0.55,Ideal,F,VVS2,62.3,54.0,5.29,5.27,3.29,2581
19029,0.31,Ideal,I,VS2,61.6,55.0,4.37,4.4,2.7,452
16910,0.41,Premium,F,VS2,60.3,58.0,4.85,4.8,2.91,1107
15969,0.4,Very Good,J,SI1,58.9,59.0,4.84,4.87,2.86,603
5484,0.52,Very Good,D,SI1,,58.0,5.14,5.22,3.19,1429
5718,0.37,Premium,F,SI1,61.5,59.0,4.59,4.62,2.83,616
6274,0.71,Good,D,VS2,63.6,54.0,5.7,5.75,3.64,4289
11185,2.05,Premium,I,VS1,60.6,60.0,8.21,8.18,4.97,17640
24177,0.51,Ideal,F,VS2,62.9,55.0,5.12,5.08,3.21,1687
20149,1.01,Premium,F,VS2,63.0,58.0,6.4,6.34,4.01,6165
18187,0.5,Good,I,SI2,65.3,56.0,4.91,5.01,3.24,855
17063,0.59,Ideal,G,SI1,63.4,56.0,5.36,5.29,3.38,1376
4004,0.72,Premium,G,SI1,60.6,62.0,5.81,5.77,3.51,2246
9392,0.51,Premium,G,VS2,62.7,58.0,5.12,5.09,3.2,1546
10283,1.35,Ideal,J,VS1,62.3,54.0,7.17,7.06,4.43,6048
1670,0.28,Very Good,F,VVS1,58.9,62.0,4.27,4.32,2.53,572
8918,0.9,Premium,H,SI2,62.4,61.0,6.11,6.03,3.79,3105
20178,0.51,Ideal,I,VS2,61.1,56.0,5.16,5.18,3.16,1437
10979,2.0,Fair,G,SI2,65.1,54.0,7.88,7.82,5.11,11156
16319,2.01,Very Good,H,SI2,63.3,60.0,7.84,7.77,4.94,10772
22194,1.01,Very Good,G,VS2,63.0,56.0,6.35,6.41,4.02,5759
